ID_PRODUCTO,ID,Nombre,Descripcion,Etiquetas,Precio,Cantidad,Cantidad,% Impuesto,Atributos,Sabor,URL FOTO,Foto 1,Foto 2,Foto 3
92,1,Trocipollo Chefrito ,Bolsa x 156 gr,Snacks,2700,1,,,Sabor,Pollo,,,,
93,1,Palokitos Chefrito ,Bolsa x 130 gr,Snacks,2700,1,,,Sabor,Limon,https://cdn.derematazo.com/wp-content/uploads/2019/08/Palitos-Palokitos-limon-x-130-g-69547.jpg,,,
94,1,Tocinetas Chefrito,Bolsa x 40 gr,Snacks,1600,1,,,Sabor,Original,https://merkeygane.com/1923-home_default/tocineta.jpg,,,
95,1,Mortadela Zenu,Bolsa x 250 ,Embutidos,4300,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515151-1000-1000/7701101270059-1.jpg?v=637279379684170000,,,
96,1,Mortadela Zenu,Bolsa x 450 ,Embutidos,6800,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515154-1000-1000/7701101270349-1.jpg?v=637279379697970000,,,
97,1,Mortadela Zenu Pollo,Bolsa x 250 ,Embutidos,4300,1,,,Sabor,,https://exitocol.vtexassets.com/arquivos/ids/1964434/Mortadela-Pollo-X-250g-245125_b.png?v=637258602142030000,,,
98,1,Mortadela Zenu Pollo,Bolsa x 450 ,Embutidos,6900,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515153-1000-1000/7701101270332-1.jpg?v=637279379696530000,,,
99,1,Mortadela Rica,Bolsa x 250 ,Embutidos,0,1,,,Sabor,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/273476-1000-1000/7702398001401-1.jpg?v=637280281908130000,,,
100,1,Mortadela Rica,Bolsa x 450 ,Embutidos,5400,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515457-750-750/7702398001449-1.jpg?v=637280282213170000,,,
101,1,Mortadela Rica Pollo,Bolsa x 250 ,Embutidos,4300,1,,,Sabor,,https://mk0mercasmart8va0b4r.kinstacdn.com/wp-content/uploads/2020/06/7702398001661_H1C1-1-MORTADELA-RICA-POLLO-X-250.jpg,,,
102,1,Jamon Zenu,Bolsa x 230,Embutidos,6400,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515155-750-750/7701101280638-1.jpg?v=637279379703730000,,,
103,1,Jamon Zenu,Bolsa x 450 ,Embutidos,10400,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515157-750-750/7701101280645-1.jpg?v=637279379720170000,,,
104,1,Jamon Rica,Bolsa x 230,Embutidos,5600,1,,,Sabor,,https://mk0mercasmart8va0b4r.kinstacdn.com/wp-content/uploads/2020/06/7702398017877_H1C1JAMON-IDEAL-X-230.jpg,,,
105,1,Jamon Rica,Bolsa x 400 ,Embutidos,7500,1,,,Sabor,,https://mercaldas.vteximg.com.br/arquivos/ids/187364-400-400/Jamon-RICA-ideal-x400-g.jpg?v=637141071050670000,,,
106,1,Jamon Pietran,Bolsa x 230,Embutidos,7900,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3516939-1000-1000/7701101356098-1.jpg?v=637285313006770000,,,
107,1,Jamon Pietran,Bolsa x 431,Embutidos,13800,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3534241-1000-1000/7701101358542.jpg?v=637321696275630000,,,
108,1,Salchicha Tradicional Zenu,Bolsa x 225,Embutidos,4500,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515145-1000-1000/7701101261071-1.jpg?v=637279379656200000,,,
109,1,Salchicha Zenu Perro Caliente,Bolsa x 240 ,Embutidos,5200,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515150-750-750/7701101261521-1.jpg?v=637279379677130000,,,
110,1,Salchicha Zenu Perro Caliente,Bolsa x 480 ,Embutidos,9600,1,,,Sabor,,https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images1012343.jpg,,,
111,1,Salchicha Rica ,Bolsa x 230 ,Embutidos,4100,1,,,Sabor,,https://mk0mercasmart8va0b4r.kinstacdn.com/wp-content/uploads/2020/06/7702398027425-1-7.jpg,,,
112,1,Salchicha Rica ,Bolsa x 500,Embutidos,6500,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515473-1000-1000/7702398027432-1.jpg?v=637280282262030000,,,
113,1,Salchicha Rica Llanera,Bolsa x 500,Embutidos,9200,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515473-1000-1000/7702398027432-1.jpg?v=637280282262030000,,,
114,1,Salchicha Ranchera,Bolsa x 230,Embutidos,8100,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515446-750-750/7701101247273-1.jpg?v=637280282176130000,,,
115,1,Salchicha Ranchera,Bolsa x 480 ,Embutidos,14900,1,,,Sabor,,https://exitocol.vtexassets.com/arquivos/ids/1975588/Salchicha-Ranchera-X-480-G-1047205_b.png?v=637259075909300000,,,
116,1,Salchichon Zenu Cervecero ,Barra x 900,Embutidos,14200,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515127-1000-1000/7701101246894-1.jpg?v=637279379579500000,,,
117,1,Salchichon Zenu Tradicional,Bolsa x 225,Embutidos,3900,1,,,Sabor,,https://admin.consumo.com.co/backend/admin/backend/web/archivosDelCliente/items/images/Carnes-Frescas-Procesadas-y-Congeladas-Carnes-Frias-SALCHICHON-ZENU-X-225-GR-TRADICIONAL-113820200606233301.jpg,,,
118,1,Salchichon Zenu Pollo,Bolsa x 250,Embutidos,3400,1,,,Sabor,,https://supermercadocomunal.com/557-large_default/salchichon-zenu-brost-250-gr.jpg,,,
119,1,Chorizo Zenu Ternera,Bolsa x 235,Embutidos,5900,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3515172-750-750/7701101357231-1.jpg?v=637279379819400000,,,
120,1,Chorizo Rica ,Bolsa x 400,Embutidos,7400,1,,,Sabor,,https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/06/chorizo_rica_400gr.jpg?fit=700%2C700&ssl=1,,,
121,1,Chorizo Rica ,Bolsa x 165,Embutidos,3300,1,,,Sabor,,https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/10/chorizo_rica_165gr.jpg?fit=600%2C600&ssl=1,,,
122,1,Rollo Carne Rica,Bolsa x 450 ,Embutidos,6900,1,,,Sabor,,https://www.rica.com.co/wp-content/uploads/2017/08/Producto16.png,,,
123,1,Hamburguesa Ranchera ,Bolsa x 130,Embutidos,3500,1,,,Sabor,,https://mistiendas.com.co/plazaoeste/1181-large_default/hamburguesa-ranchera-x130.jpg,,,
124,1,Jamon Seleccionado Colanta,Bolsa x 250,Embutidos,5300,1,,,Sabor,,https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702129075251.jpg,,,
125,1,Jamon Seleccionado Colanta,Bolsa x 500,Embutidos,9900,1,,,Sabor,,https://colanta.com/sabe-mas/wp-content/uploads/2019/11/jamon-seleccionado-500-g_1000x1000.png,,,
126,1,Morcilla Colanta,Bolsa x 250,Embutidos,3400,1,,,Sabor,,https://vaquitaexpress.com.co/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7702129072823.jpg,,,
127,1,Morcilla Colanta,Bolsa x 500,Embutidos,6400,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3485044-1000-1000/7702129072809.jpg?v=637179144028930000,,,
128,1,Salchicha Colanta,Bolsa x 250,Embutidos,3800,1,,,Sabor,,https://mistiendas.com.co/nuevo-milenio/3481-medium_default/chorizo-fricar-x6-ternera.jpg,,,
129,1,Salchicha Colanta,Bolsa x 500,Embutidos,7100,1,,,Sabor,,https://colanta.com/sabe-mas/wp-content/uploads/2019/11/salchicha-seleccionada-500-g_1000x1000.png,,,
130,1,Salchicha Colanta XL,Bolsa x 400,Embutidos,4900,1,,,Sabor,,https://exitocol.vtexassets.com/arquivos/ids/1994125-800-auto?width=800&height=auto&aspect=true,,,
131,1,Chorizo Colanta Ternera,Bolsa x 250,Embutidos,5600,1,,,Sabor,,https://images.jumpseller.com/store/mercappdos/4164236/montefrio021.jpg?0,,,
132,1,Chorizo Colanta Ternera,Bolsa x 500,Embutidos,10400,1,,,Sabor,,https://colanta.com/sabe-mas/wp-content/uploads/2019/11/chorizo-con-ternera-500-g_1000x1000.png,,,
133,1,Chorizo Colanta Santarrosano,Bolsa x 250,Embutidos,5500,1,,,Sabor,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/167610-1000-1000/7702129072564-1.jpg?v=636671030144470000,,,
134,1,Chorizo Colanta Santarrosano,Bolsa x 500,Embutidos,11200,1,,,Sabor,,https://colanta.com/sabe-mas/wp-content/uploads/2019/11/chorizo-santarrosano-500-g_1000x1000.png,,,
135,1,Chorizo Colanta Campeisno,Bolsa x 250,Embutidos,5300,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3323040-1000-1000/7702129072342-1.jpg?v=636670897053430000,,,
136,1,Chorizo Colanta Campeisno,Bolsa x 500,Embutidos,9900,1,,,Sabor,,https://colanta.com/sabe-mas/wp-content/uploads/2019/11/chorizo-campesino-500-g_1000x1000.png,,,
137,1,Tocineta Colanta ,Bolsa x 150 ,Embutidos,6600,1,,,Sabor,,https://exitocol.vtexassets.com/arquivos/ids/1992370/TOCINETA-35898_a.png?v=637261651221770000,,,
138,1,Hamburguesa Colanta ,Bolsa x 500 ,Embutidos,8500,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3490343-1000-1000/7702129076531.jpg?v=637200604393700000,,,
139,1,Mortadela La Esperanza ,Bolsa x 250,Embutidos,3400,1,,,Sabor,,,,,
140,1,Mortadela La Esperanza ,Bolsa x 500,Embutidos,5800,1,,,Sabor,,,,,
141,1,Jamon La Esperanza,Bolsa x 250,Embutidos,4700,1,,,Sabor,,,,,
142,1,Jamon La Esperanza,Bolsa x 500,Embutidos,7500,1,,,Sabor,,,,,
143,1,Hamburguesa La Esperanza,Bolsa x 450 ,Embutidos,8100,1,,,Sabor,Res ,http://www.petunia.com.co/wp-content/uploads/2016/01/HAMBURGUESA-LA-ESPERANZA-DE-RES-X-5-UNIDADES.jpg,,,
143,2,Hamburguesa La Esperanza,Bolsa x 450 ,Embutidos,8100,1,,,Sabor,Pollo,https://d50xhnwqnrbqk.cloudfront.net/images/products/app/Hamburguesa-pollo.jpg,,,
144,1,Salchicha La Esperanza Mini Manguera,Bolsa x 480 ,Embutidos,4200,1,,,Sabor,,https://d50xhnwqnrbqk.cloudfront.net/images/products/app/salchicha.jpg,,,
145,1,Salchicha La Esperanza Perro Caliente,Bolsa x 500,Embutidos,7200,1,,,Sabor,,,,,
146,1,Chorizo La Esperanza Mexicano,Bolsa x 500,Embutidos,9600,1,,,Sabor,,https://d50xhnwqnrbqk.cloudfront.net/images/products/app/Chorizo-mexicano.jpg,,,
147,1,Chorizo La Esperanza Coctel,Bolsa x 250,Embutidos,5900,1,,,Sabor,,https://d50xhnwqnrbqk.cloudfront.net/images/products/app/Chorizo-coctel.jpg,,,
148,1,Tocineta La Esperanza ,Bolsa x 150,Embutidos,3800,1,,,Sabor,,https://s.cornershopapp.com/product-images/1367291.jpg?versionId=A5oVBQDsQWUESWDFQzGUTU43ohrFwZkF,,,
149,1,Arepas Don Felipe Pequeñas,Bolsa x 350 gr,Arepas,1600,1,,,Sabor,,,,,
150,1,Arepas Don Felipe Cafeteras,Bolsa x 480 gr,Arepas,2000,1,,,Sabor,,,,,
151,1,Arepas Don Felipe Plancha ,Bolsa x 730 gr,Arepas,3000,1,,,Sabor,,,,,
152,1,Arepas Don Felipe Medianas Queso,Bolsa x 380 gr,Arepas,2800,1,,,Sabor,,,,,
153,1,Arepas Don Felipe Plancha  Queso,Bolsa x 350 gr,Arepas,2800,1,,,Sabor,,,,,
154,1,Arepas Don Felipe Rellenas de Queso,Bolsa x 800 gr,Arepas,4300,1,,,Sabor,,,,,
155,1,Arepas Don Felipe Chocolo,Bolsa x 330 gr,Arepas,2000,1,,,Sabor,,,,,
156,1,Huevos Tipo A,Cubeta x 30 ,Huevos,7600,1,,,Sabor,,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/HUEVOSA30-800x800.jpg,,,
156,2,Huevos Tipo AA,Cubeta x 30 ,Huevos,8900,1,,,Sabor,,https://esenserio.com/wp-content/uploads/2020/04/carton30huevos.jpg,,,
156,3,Huevos Extra,Cubeta x 30 ,Huevos,9900,1,,,Sabor,,https://quoagro.com/wp-content/uploads/2020/07/Huevos30.jpg,,,
157,1,Queso El Potal Tajado,Bolsa x 480 gr,Quesos,8100,1,,,Sabor,,,,,
158,1,Queso El Potal Tajado,Bolsa x 240 gr,Quesos,4200,1,,,Sabor,,,,,
159,1,Queso El Portal Entero,Bolsa x 480 gr,Quesos,8100,1,,,Sabor,,,,,
160,1,Queso El Portal Entero,Bolsa x 240 gr,Quesos,4100,1,,,Sabor,,,,,
161,1,Queso MilkChefs Campesino ,Bolsa x 250 gr,Quesos,4100,1,,,Sabor,,,,,
162,1,Queso Lactimuu Entero ,Bolsa x 1.250 gr,Quesos,18500,1,,,Sabor,,,,,
163,1,Queso Lactimuu Entero ,Bolsa x 400 gr,Quesos,6800,1,,,Sabor,,,,,
164,1,Queso Lactimuu Entero ,Bolsa x 240 gr,Quesos,4500,1,,,Sabor,,,,,
165,1,Queso Lactimuu Tajado,Bolsa x 500 gr,Quesos,7950,1,,,Sabor,,,,,
166,1,Queso Lactimuu Tajado,Bolsa x 240 gr,Quesos,4500,1,,,Sabor,,,,,
167,1,Queso Alpina Campesino ,Bolsa x 250 gr,Quesos,6700,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496898-1000-1000/7702001016068.jpg?v=637230820119430000,,,
168,1,Queso Alpina Mozarella Entero,Bolsa x 250 gr,Quesos,7400,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496900-750-750/7702001015603.jpg?v=637230820128030000,,,
169,1,Queso Alpina Parmesano ,Bolsa x 100 gr,Quesos,8000,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496908-1000-1000/7702001012053.jpg?v=637230820156500000,,,
170,1,Queso Alpina Parmesano ,Bolsa x 40 gr,Quesos,3200,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496909-1000-1000/7702001012022.jpg?v=637230820157130000,,,
171,1,Quesito Alpina Entero,Tarro x 375 gr,Quesos,6300,1,,,Sabor,,https://www.dumbomania.com/wp-content/uploads/2019/04/Alpina-quesito.jpg,,,
172,1,Quesito Alpina Entero,Tarro x 185 gr,Quesos,3500,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496674-750-750/7702001133611.jpg?v=637230819237870000,,,
173,1,Queso Alpina Sabana Tajado,Bolsa x 240 gr,Quesos,12200,1,,,Sabor,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496687-750-750/7702001121731.jpg?v=637230819294200000,,,
174,1,Queso Alpina Mozarella Tajado,Bolsa x 240 gr,Quesos,8500,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496685-750-750/7702001121755.jpg?v=637230819284500000,,,
175,1,Queso Alpina Finesse Tajado,Bolsa x 239 gr,Quesos,9800,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496683-1000-1000/7702001121779.jpg?v=637230819273070000,,,
176,1,Queso Colanta Mozzarella Tajado,Bolsa x 250 gr,Quesos,6900,1,,,,,https://colanta.com/sabe-mas/wp-content/uploads/2019/01/mozzarella-tajado-250g.jpg,,,
177,1,Queso Colanta Mozzarella Entero,Bolsa x 250 g,Quesos,6900,1,,,,,https://vaquitaexpress.com.co/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7702129020350.jpg,,,
178,1,Queso Para Untar Alpina ,Tarro x 200 gr,Quesos,4000,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496912-750-750/7702001011308.jpg?v=637230820175270000,,,
179,1,Queso Para Untar Alpina ,Tarro x 380 gr,Quesos,6300,1,,,,,https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images2000456.jpg,,,
180,1,Queso Para Untar Colanta ,Tarro x 400 gr,Quesos,6100,1,,,,,https://cdn.totalcode.com/la14/product-zoom/es/queso-crema-colanta-x-400g-1.jpg,,,
181,1,Queso Para Untar Colanta ,Tarro x 230 gr,Quesos,3700,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/160789-1000-1000/7702129025201-281-29.jpg?v=636106927528370000,,,
182,1,Margatina La Fina ,Barra x 250,Margarinas,2900,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/199793-1000-1000/7702161002000.jpg?v=636258709800700000,,,
183,1,Margatina La Fina ,Barra x 500,Margarinas,5900,1,,,,,https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/07/7702161003007-600x600.jpg,,,
184,1,Maragarina Dagusto,Barra x 250,Margarinas,2700,1,,,,,https://s3.us-east-2.amazonaws.com/iyata-eldivino/productos/W8vBKZJPRD.jpg,,,
185,1,Maragarina Dagusto,Barra x 500,Margarinas,5100,1,,,,,https://mundohuevo.com/wp-content/uploads/2020/07/margarina_dagusto_500_gr.jpg,,,
186,1,Maragarina Rama,Barra x 250,Margarinas,3900,1,,,,,https://images.rappi.com/products/797394-1575388251429.png,,,
187,1,Maragarina La Buena,Barra x 250,Margarinas,2900,1,,,,,https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/04/7702116000297-600x600.jpg,,,
188,1,Maragarina La Buena,Barra x 500,Margarinas,5500,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498984-1000-1000/7702116000303.jpg?v=637237136332300000,,,
189,1,Maragarina La Buena Cremosa,Barra x 250,Margarinas,2900,1,,,,,https://mercaldas.vteximg.com.br/arquivos/ids/185032-1000-1000/Margarina-cremosaLA-BUENA-x250-g.jpg?v=637026905462830000,,,
190,1,Mantequilla La Fina,Vaso x 250,Mantequilla,4600,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496405-1000-1000/7702161002031.jpg?v=637230091293530000,,,
191,1,Mantequilla Rama,Vaso x 250,Mantequilla,4900,1,,,,,https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Lacteos-y-refrigerados-Mantequillas-y-margarinas-Margarina-Rama-Baja-en-Sal-x-250-g-955920200629125806.jpg,,,
192,1,Mantequilla Rama Liviana,Vaso x 250,Mantequilla,3600,1,,,,,https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/04/rama_liviana_x250gr.jpg?fit=1000%2C1000&ssl=1,,,
193,1,Mantequilla Alpina con Sal,Barra x 125,Mantequilla,4800,1,,,,,https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Lacteos-y-refrigerados-Mantequillas-y-margarinas-Mantequilla-Alpina-con-Sal-x-125-g-969020200629125802.jpg,,,
193,2,Mantequilla Alpina sin Sal,Barra x 125,Mantequilla,4800,1,,,,,https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Lacteos-y-refrigerados-Mantequillas-y-margarinas-Mantequilla-Alpina-sin-Sal-x-125-g-969420200629125802.jpg,,,
194,1,Mantequilla Campi Paisa ,Vaso x 250,Mantequilla,4800,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498975-1000-1000/7702109007432.jpg?v=637237128342000000,,,
194,2,Mantequilla Campi con Sal,Vaso x 250,Mantequilla,4800,1,,,,,https://admin.megatiendas.co/backend/admin/backend/web/archivosDelCliente/items/images/Lacteos-y-refrigerados-Mantequillas-y-margarinas-Margarina-Campi-con-Sal-x-250-g-1011420200629125804.jpg,,,
194,3,Mantequilla Campi Sal Marina,Vaso x 250,Mantequilla,4800,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3493295-750-750/7702141007728.jpg?v=637217822895870000,,,
195,1,Mantequilla Campi Paisa ,Vaso x 500 ,Mantequilla,9100,1,,,,,https://exitocol.vtexassets.com/arquivos/ids/2031601-800-auto?width=800&height=auto&aspect=true,,,
195,2,Mantequilla Campi con Sal,Vaso x 500 ,Mantequilla,9100,1,,,,,https://exitocol.vtexassets.com/arquivos/ids/2031593/Mantequilla-Esparcible-Con-Sal-X-500-gr-102611_a.jpg?v=637267930725830000,,,
196,1,Mantequilla Campi Light,Vaso x 500 ,Mantequilla,9800,1,,,,,https://campi.com.co/wp-content/uploads/2020/03/Tarrina-LIGHT.png,,,
197,1,Crema de Leche Alqueria,Bolsa x 200,Crema de Leche,2600,1,,,,,https://exitocol.vtexassets.com/arquivos/ids/1978426-800-auto?width=800&height=auto&aspect=true,,,
197,2,Crema de Leche Alqueria Libre,Bolsa x 200,Crema de Leche,2600,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3509436-1000-1000/7702177020012.jpg?v=637268855826800000,,,
198,1,Crema de Leche Alqueria,Bolsa x 450,Crema de Leche,5200,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3509435-1000-1000/7702177020029.jpg?v=637268855817270000,,,
199,1,Crema de Leche Alqueria,Bolsa x 900,Crema de Leche,9900,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3509431-1000-1000/7702177009123.jpg?v=637268855803970000,,,
200,1,Kumis Alpina ,Botella x 1000 gr,Kumis,9000,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496802-1000-1000/7702001048113.jpg?v=637230819733070000,,,
201,1,Kumis Alpina ,Bolsa x 1000 gr,Kumis,5700,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496803-750-750/7702001048106.jpg?v=637230819734500000,,,
202,1,Kumis Alpina ,Vaso x 200 gr,Kumis,2400,1,,,,,https://content-us-7.content-cms.com//1285e1d2-5151-4eab-9da2-775291879cb9/dxresources/8149/8149c624-d78b-4fca-bd32-0452eb25bdfb.png,,,
203,1,Kumis Lacteos Superior ,Bolsa x 1000 gr,Kumis,4350,1,,,,,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/kumis-bolsa-1000g.jpg,,,
204,1,Kumis Lacteos Superior ,Pack x 5 ,Kumis,4600,1,,,,,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Kumis-Vaso-Pack-x-5-NVO.jpg,,,
205,1,Yogurt Lacteos Superior,Bolsa x 1000 gr,Yogurt,4350,1,,,Sabor,Mora ,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/litromora.jpg,,,
205,2,Yogurt Lacteos Superior,Bolsa x 1000 gr,Yogurt,4350,1,,,Sabor,Fresa,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Lacteos-Superior-Yogurt-Fresa-1L.jpg,,,
205,3,Yogurt Lacteos Superior,Bolsa x 1000 gr,Yogurt,4350,1,,,Sabor,Melocoton,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Yogurt-bolsa-melocoton-800x800.jpg,,,
206,1,Yogurt Lacteos Superior,Botella x 4000,Yogurt,19900,1,,,Sabor,Mora ,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3322973-1000-1000/7702298008388-1.jpg?v=636670896851570000,,,
206,2,Yogurt Lacteos Superior,Botella x 4000,Yogurt,19900,1,,,Sabor,Fresa,https://metrocolombiafood.vteximg.com.br/arquivos/ids/167570-750-750/7702298008395-1.jpg?v=636671029979730000,,,
206,3,Yogurt Lacteos Superior,Botella x 4000,Yogurt,19900,1,,,Sabor,Melocoton,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/238897-1000-1000/7702298008364-1.jpg?v=636404657744770000,,,
207,1,Yogurt Lacteos Superior,Botella x 1.750,Yogurt,10500,1,,,Sabor,Mora ,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Yogurt-garrafa-1750g-light-mora-800x800.jpg,,,
207,2,Yogurt Lacteos Superior,Botella x 1.750,Yogurt,10500,1,,,Sabor,Fresa,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Garrafa-fresa-2-800x800.jpg,,,
207,3,Yogurt Lacteos Superior,Botella x 1.750,Yogurt,10500,1,,,Sabor,Melocoton,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/Garrafa-melocoton-800x800.jpg,,,
208,1,Yogurt Lacteos Superior,Vaso Pack x 5 ,Yogurt,4600,1,,,,,https://colsubsidiogrocery.vtexassets.com/arquivos/ids/158122/7702298004915.jpg?v=637276772496130000,,,
209,1,Yogurt Lacteos Superior Con Masmelos,Vaso Pack x 5 ,Yogurt,6700,1,,,,,https://cdn.derematazo.com/wp-content/uploads/2019/08/Yogurt-gomas-Masmelo-Superior-pague-4-lleve-5x-130g-c-u-24026.jpg,,,
210,1,Yogurt Lacteos Superior,Bolsa Pack x 7,Yogurt,5000,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/167577-750-750/7702298004939-1.jpg?v=636671030011370000,,,
211,1,Yogurt Lacteos Superior  ,Vaso Pack x 4,Yogurt,6200,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/204832-750-750/7702298000818-1.jpg?v=636773705395130000,,,
212,1,Yogurt Lacteos Superior  Chiquigurt,Bolsa Pack x 6,Yogurt,2800,1,,,,,https://supermercadosprogresar.vive.expert/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2E5SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b4f8183c31dbda1429b45989ef2448ab40ab7ddf/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7702495466004.jpg?locale=es,,,
213,1,Gelatina Lacteos Superior ,Vaso Pack x 6,Gelatina,4100,1,,,,,https://colsubsidiogrocery.vtexassets.com/arquivos/ids/158121/7702298001105.jpg?v=637276772492330000,,,
214,1,Avena Alpina Original ,Bolsa x 800 ml,Avena ,4500,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/275605-750-750/7702001145102.jpg?v=637296417754900000,,,
215,1,Avena Alpina Original ,Bolsa Pack x 6,Avena ,9000,1,,,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/266028-1000-1000/7702001042425.jpg?v=637230837768030000,,,
215,2,Avena Alpina Canela,Bolsa Pack x 6,Avena ,9000,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496776-1000-1000/7702001055494.jpg?v=637230819633870000,,,
216,1,Avena Alpina Original ,Vaso x 250 gr,Avena ,2300,1,,,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3496825-1000-1000/7702001044504.jpg?v=637230819816700000,,,
