,% Impuesto,Atributos,Cantidad,Cantidad.1,Descripcion,Etiquetas,Foto 1,Foto 2,ID,ID_PRODUCTO,Nombre,Precio,Sabor,URL FOTO,Unnamed: 14
613,0.0,,1.0,,Paq x 10 ,Cigarrillos,494_1.png,,1.0,494.0,Cigarrillos Chesterfirld ,3300.0,,https://estanquillobalu.com/wp-content/uploads/2020/05/cigarrillos-chesterfield-remix-10-und.png,
614,0.0,,1.0,,Botella x 1000,Aceites,No image,,1.0,495.0,Aceite Oliosoya ,6800.0,,https://mercaldas.vteximg.com.br/arquivos/ids/157362-1000-1000/459.jpg?v=636918829074970000,
615,0.0,,1.0,,Botella x 2000,Aceites,No image,,1.0,496.0,Aceite Oliosoya ,12800.0,,https://triunfoq.com/wp-content/uploads/2019/04/7702116000945.jpg,
616,0.0,,1.0,,Botella x 3000,Aceites,No image,,1.0,497.0,Aceite Oliosoya ,18900.0,,https://exitocol.vtexassets.com/arquivos/ids/1976394-800-auto?width=800&height=auto&aspect=true,
617,0.0,,1.0,,Botella x 5000,Aceites,No image,,1.0,498.0,Aceite Oliosoya ,31900.0,,https://bodegaeltrebol.com/wp-content/uploads/2018/12/Oliosoya-5.jpeg,
618,0.0,,1.0,,Botella x 1000,Aceites,No image,,1.0,499.0,Aceite Bon Life,6700.0,,https://mercatuonline.com/wp-content/uploads/2020/07/aceite-vegetal-soya-bon-life-x-1000-1.png,
619,0.0,,1.0,,Botella x 2000,Aceites,500_1.png,,1.0,500.0,Aceite Bon Life,13100.0,,https://supertiendascomunal.com/1313-medium_default/aceite-bon-life-2000-ml.jpg,
620,0.0,,1.0,,Botella x 3000,Aceites,No image,,1.0,501.0,Aceite Bon Life,19200.0,,https://supermercadocomunal.com/1628-large_default/aceite-vegetal-bon-life-3000-cc.jpg,
621,0.0,,1.0,,Botella x 5000,Aceites,No image,,1.0,502.0,Aceite Bon Life,31400.0,,https://www.rapimercados.com/media/products/aceite_bonlife_x_5000_3N3Bv0S.jpg,
622,0.0,,1.0,,Botella x 1000,Aceites,No image,,1.0,503.0,Aceite Gourmet ,12900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501456-1000-1000/7702116000013.jpg?v=637244720100900000,
623,0.0,,1.0,,Botella x 2000,Aceites,No image,,1.0,504.0,Aceite Gourmet ,23600.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501464-1000-1000/7702116000785.jpg?v=637244720147530000,
624,0.0,,1.0,,Botella x 3000,Aceites,No image,,1.0,505.0,Aceite Gourmet ,34900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501457-1000-1000/7702116000020.jpg?v=637244720108270000,
625,0.0,,1.0,,Botella x 900,Aceites,No image,,1.0,506.0,Aceite Garza,5500.0,,https://images.jumpseller.com/store/cigarrerialarosa/5240306/7702116000105.jpg?1588629944,
626,0.0,,1.0,,Botella x 2000,Aceites,No image,,1.0,507.0,Aceite Garza,11700.0,,https://vx2.bc3.myftpupload.com/wp-content/uploads/2019/04/7702116000082-600x600.jpg,
627,0.0,,1.0,,Botella x 3000,Aceites,No image,,1.0,508.0,Aceite Garza,17100.0,,https://toccmarket.com/image/cache/catalog/MARCAS/aceite-1000x798.jpg,
628,0.0,,1.0,,Botella x 5000,Aceites,No image,,1.0,509.0,Aceite Garza,28100.0,,https://images.jumpseller.com/store/fanero/4762771/aceite_la_garza_5000ml.jpg?1585870751,
629,0.0,,1.0,,Botella x 900,Aceites,No image,,1.0,510.0,Aceite Diana,0.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510519-1000-1000/7702028000330.jpg?v=637273105500200000,
630,0.0,,1.0,,Botella x 2000,Aceites,511_1.png,,1.0,511.0,Aceite Diana,0.0,,https://bodegaeltrebol.com/wp-content/uploads/2018/12/a-510.png,
631,0.0,,1.0,,Botella x 3000,Aceites,No image,,1.0,512.0,Aceite Diana,19900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510520-750-750/7702028000378.jpg?v=637273105500830000,
632,0.0,,1.0,,Botella x 5000,Aceites,No image,,1.0,513.0,Aceite Diana,0.0,,https://mercaldas.vteximg.com.br/arquivos/ids/196457-400-400/Aceite-DIANA-con-vitaminas-frasco-x2000-ml_113059.jpg?v=637327956234000000,
633,0.0,,1.0,,Botella x 900,Aceites,No image,,1.0,514.0,Aceite Vivi,5500.0,,https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/05/7702179013104.jpg?time=1600957807,
634,0.0,,1.0,,Botella x 3000,Aceites,No image,,1.0,515.0,Aceite Vivi,16500.0,,https://exitocol.vtexassets.com/arquivos/ids/290691-800-auto?width=800&height=auto&aspect=true,
635,0.0,,1.0,,Botella x 5000,Aceites,No image,,1.0,516.0,Aceite Vivi,26900.0,,https://www.mercapava.com.co/wp-content/uploads/importedmedia/blogmedia-151690-600x600.jpg,
636,0.0,,1.0,,Botella x 900,Aceites,No image,,1.0,517.0,Aceite Girasoli,7600.0,,https://www.fastmarketctg.com/wp-content/uploads/2018/08/Aceite-Girasol-2-Litros.png,
637,0.0,,1.0,,Botella x 2000,Aceites,No image,,1.0,518.0,Aceite Girasoli,15900.0,,https://exitocol.vtexassets.com/arquivos/ids/2135470/Aceite-De-Girasol-X-2000-Cm3-748719_a.jpg?v=637279388259130000,
638,0.0,,1.0,,Botella x 3000,Aceites,No image,,1.0,519.0,Aceite Girasoli,23800.0,,https://mercaldas.vteximg.com.br/arquivos/ids/198208-1300-1300/Aceite-GIRASOLI-garrafa-x3000-ml_57694.jpg?v=637348636594000000,
639,0.0,,1.0,,Botella x 250,Aceites,No image,,1.0,520.0,Aceite de Oliva Olivetto intenso,15600.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498979-1000-1000/7702109018438.jpg?v=637237131148530000,
640,0.0,,1.0,,Botella x 500,Aceites,No image,,1.0,521.0,Aceite de Oliva Olivetto intenso,24700.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498978-750-750/7702109018414.jpg?v=637237130713200000,
641,0.0,,1.0,,Botella x 500,Aceites,No image,,1.0,522.0,Aceite de Oliva Gourmet,15900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501452-1000-1000/7702109014836.jpg?v=637244720078370000,
642,0.0,,1.0,,Botella x 1000,Aceites,No image,,1.0,523.0,Aceite de Oliva Gourmet,22900.0,,https://www.todoaseo.com/wp-content/uploads/2017/03/ACEITE-GOURMET-AVANZADO-OLIVA-X-1000-RF-08300.jpg,
643,0.0,,1.0,,Bolsa x 1000,Arroz ,No image,,1.0,524.0,Arroz Diana,3100.0,,https://exitocol.vtexassets.com/arquivos/ids/654535/Arroz-Diana-1000-gr-552155_a.jpg?v=637027025752170000,
644,0.0,,1.0,,Bolsa X 3000,Arroz ,No image,,1.0,525.0,Arroz Diana,8900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510542-1000-1000/7702511000038.jpg?v=637273105609430000,
645,0.0,,1.0,,Bolsa x 5000,Arroz ,No image,,1.0,526.0,Arroz Diana,14700.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510543-1000-1000/7702511000045.jpg?v=637273105624530000,
646,0.0,,1.0,,Talega x 10k,Arroz ,No image,,1.0,527.0,Arroz Diana,29900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510544-1000-1000/7702511000205.jpg?v=637273105627330000,
647,0.0,,1.0,,Bolsa 25 lb,Arroz ,No image,,1.0,528.0,Arroz Diana,35900.0,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/272422-1000-1000/7702511000342.jpg?v=637273102760430000,
648,0.0,,1.0,,Bolsa x 1000,Arroz ,No image,,1.0,529.0,Arroz Roa,3100.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/187637-1000-1000/7702552000141.jpg?v=636142066817800000,
649,0.0,,1.0,,Bolsa X 3000,Arroz ,No image,,1.0,530.0,Arroz Roa,8900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3242283-1000-1000/7702552000486.jpg?v=636556173953100000,
650,0.0,,1.0,,Bolsa x 5000,Arroz ,No image,,1.0,531.0,Arroz Roa,14700.0,,https://mercaldas.vteximg.com.br/arquivos/ids/166804-1000-1000/Arroz-ROA-x5000-g.jpg?v=636985690009930000,
651,0.0,,1.0,,Talega x 10k,Arroz ,No image,,1.0,532.0,Arroz Roa,29900.0,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/157166-750-750/7702552000172-1.jpg?v=636670240592730000,
652,0.0,,1.0,,Bolsa 25 lb,Arroz ,533_1.png,,1.0,533.0,Arroz Roa,35900.0,,https://www.corbeta.com.co/media/catalog/product/1/7/17702552000094.png,
653,0.0,,1.0,,Bolsa x 1000,Arroz ,No image,,1.0,534.0,Arroz Florhuila,3100.0,,https://exitocol.vtexassets.com/arquivos/ids/1027148/Arroz-Flor-Huila-1000-gr-796712_a.jpg?v=637124526121630000,
654,0.0,,1.0,,Bolsa X 3000,Arroz ,No image,,1.0,535.0,Arroz Florhuila,8900.0,,https://supermio.co/wp-content/uploads/2020/04/08866.jpeg,
655,0.0,,1.0,,Bolsa x 5000,Arroz ,No image,,1.0,536.0,Arroz Florhuila,14700.0,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/157156-750-750/7702231000042-1.jpg?v=636670240574730000,
656,0.0,,1.0,,Talega x 10k,Arroz ,No image,,1.0,537.0,Arroz Florhuila,29900.0,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/157155-750-750/7702231000066-1.jpg?v=636670240572130000,
657,0.0,,1.0,,Bolsa 25 lb,Arroz ,No image,,1.0,538.0,Arroz Florhuila,35900.0,,https://supermercadocomunal.com/verbenal/img/p/1/6/5/2/1652-large_default.jpg,
658,0.0,,1.0,,Bolsa x 1000,Arroz ,539_1.png,,1.0,539.0,Arroz Casanare,3100.0,,https://secureservercdn.net/198.71.233.106/p78.62f.myftpupload.com/wp-content/uploads/2019/10/ArrozCasanare1000-300x400.png,
659,0.0,,1.0,,Bolsa X 3000,Arroz ,No image,,1.0,540.0,Arroz Casanare,8900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/206515-1000-1000/7703308010049-1.jpg?v=636287518837470000,
660,0.0,,1.0,,Bolsa x 5000,Arroz ,No image,,1.0,541.0,Arroz Casanare,14700.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/209569-1000-1000/7703308010056-1.jpg?v=636288948604830000,
661,0.0,,1.0,,Talega x 10k,Arroz ,No image,,1.0,542.0,Arroz Casanare,29900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/206516-1000-1000/7703308010131-1.jpg?v=636287518838800000,
662,0.0,,1.0,,Bolsa 25 lb,Arroz ,No image,,1.0,543.0,Arroz Casanare,35900.0,,,
663,0.0,,1.0,,Bolsa x 1000,Arroz ,No image,,1.0,544.0,Arroz Diana Premium ,4800.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510546-1000-1000/7702511000427.jpg?v=637273105646430000,
664,0.0,,1.0,,Bolsa x 2500,Arroz ,No image,,1.0,545.0,Arroz Diana Premium ,11100.0,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/272424-1000-1000/7702511000748.jpg?v=637273102765670000,
665,0.0,,1.0,,Bolsa x 1000,Arroz ,No image,,1.0,546.0,Arroz Florhuila Integral,0.0,,https://i1.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2020/08/8298-large_default.jpg?fit=749%2C1000&ssl=1,
666,0.0,,1.0,,Bolsa x 150,Arroz ,No image,,1.0,547.0,Arroz Roa de Leche,3100.0,,https://supermercadocomunal.com/7682-large_default/arroz-con-leche-roa-150-gr.jpg,
667,0.0,,1.0,,,Arroz ,No image,,1.0,548.0,Arroz Roa con Pollo,0.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/195341-1000-1000/7702552400125.jpg?v=636226238385200000,
668,0.0,,1.0,,Bolsa x 300 ,Arroz ,No image,,1.0,549.0,Arroz Roa  Mexicano,5100.0,,https://mercaldas.vteximg.com.br/arquivos/ids/192714-1300-1300/Arroz-ROA-mexicano-x300-g_3468.jpg?v=637280421737170000,
669,0.0,,1.0,,,Arroz ,No image,,1.0,550.0,Arroz Roa Paella,0.0,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/157188-1000-1000/7702552400132-1.jpg?v=636670240619970000,
670,0.0,,1.0,,,Arroz ,No image,,1.0,551.0,Arroz Roa de Coco,0.0,,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/ps-mezcla-arroz-coco-x150g-saborizados-roa-copia.jpg,
671,0.0,,1.0,,Bolsa x 300,Arroz ,No image,,1.0,552.0,Arroz Champiñones,5100.0,,https://supermio.co/wp-content/uploads/2020/04/12043.jpeg,
672,0.0,,1.0,,Bolsa x 300,Arroz ,No image,,1.0,553.0,Arroz Roa Oriental ,5100.0,,https://mercadomambo.com/multimedia/productos/4025590.JPG,
673,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,554.0,Frijol Bola Roja Unimercas,4900.0,,,
674,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,555.0,Frijol Cargamanto Unimercas,4800.0,,,
675,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,556.0,Frijol Cabeza Negra Unimercas,2900.0,,,
676,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,557.0,Frijols Caraota Maritza,2900.0,,,
677,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,558.0,Frijol Nima Unimercas,3200.0,,,
678,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,559.0,Frijol Soya Unimercas,2100.0,,,
679,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,560.0,Aveja verde seca Unimercas,1700.0,,,
680,0.0,,1.0,,Bolsa x 1000,Granos,No image,,1.0,561.0,Aveja verde seca Unimercas,3200.0,,,
681,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,562.0,Arveja Amarilla Unimercas,1600.0,,,
682,0.0,,1.0,,Bolsa x 1000,Granos,No image,,1.0,563.0,Arveja Amarilla Unimercas,2300.0,,,
683,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,564.0,Garbanza Unimercas,3500.0,,,
684,0.0,,1.0,,Bolsa x 1000,Granos,No image,,1.0,565.0,Garbanza Unimercas,6700.0,,,
685,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,566.0,Maiz Porva ,5400.0,,,
686,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,567.0,Maiz Pira ,1800.0,,,
687,0.0,,1.0,,Bolsa x 1000,Granos,No image,,1.0,568.0,Maiz Peto ,1950.0,,,
688,0.0,,1.0,,Bolsa x 3000,Granos,No image,,1.0,569.0,Maiz Peto ,5500.0,,,
689,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,570.0,Lenteja Unimercas,2500.0,,,
690,0.0,,1.0,,Bolsa x 1000,Granos,No image,,1.0,571.0,Lenteja Unimercas,4800.0,,,
691,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,572.0,Cuchuco de Trigo De la Abuela,1800.0,,https://supertiendascomunal.com/3559-thickbox_default/cuchuco-trigo-de-la-abuela-500-g.jpg,
692,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,573.0,Cuchuco de Cebada De la Abuela,2500.0,,https://supertiendascomunal.com/3566-thickbox_default/de-la-abuela-cuchuco-de-cebada-500-g.jpg,
693,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,574.0,Cuchuco de Maiz De la Abuela,1800.0,,https://organizacioncardenas.com/images/cuchuco/cuchuco-de-maiz-194-250.png,
694,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,575.0,Cebada Perlada De la Abuela,2500.0,,https://supertiendascomunal.com/2668-large_default/cebada-perlada-de-la-abuela-500-g.jpg,
695,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,576.0,Mazamorra Amarilla Aburra,1800.0,,https://cdn.derematazo.com/wp-content/uploads/2019/08/Mazamorra-Aburra-x-500-g-32393.jpg,
696,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,577.0,Mazamorra Blanca Aburra,1800.0,,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/7706667029011.jpg,
697,0.0,,1.0,,Bolsa x 500,Granos,No image,,1.0,578.0,Habas Unimercas,2700.0,,,
698,0.0,,1.0,,Bolsa x 1000,Sal,No image,,1.0,579.0,Sal Refisal ,1500.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3492569-1000-1000/7703812101202.jpg?v=637214303845200000,
699,0.0,,1.0,,Bolsa x 3000,Sal,No image,,1.0,580.0,Sal Refisal ,3900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3492567-1000-1000/7703812101356.jpg?v=637214303842700000,
700,0.0,,1.0,,Bolsa x 800,Sal,No image,,1.0,581.0,Sal Refisal Marinera,2700.0,,https://cdn.derematazo.com/wp-content/uploads/2019/08/Sal-marina-Refisal-bolsa-x-800-g-43022.jpg,
701,0.0,,1.0,,Bolsa x 500 ,Sal,No image,,1.0,582.0,Sal Refisal Light baja sodio,6900.0,,https://cdn.derematazo.com/wp-content/uploads/2019/08/Sal-vital-Refisal-tarro-x-500-g-36940.jpg,
702,0.0,,1.0,,Tarro x 454,Sal,No image,,1.0,583.0,Sal Refisal Parillera,5300.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3492578-1000-1000/7703812013697.jpg?v=637214303881370000,
703,0.0,,1.0,,Tarro x 500,Sal,No image,,1.0,584.0,Sal Refisal ,2300.0,,https://mercaldas.vteximg.com.br/arquivos/ids/196466-1300-1300/Sal-REFISAL-500-Salero-Slim-Frasco_5647.jpg?v=637327956253430000,
704,0.0,,1.0,,Bolsa x 55 gr ,Condimentos,No image,,1.0,585.0,Tricompleto El Rey,1900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175504-1000-1000/7702175111279-20-281-29.jpg?v=636114455465570000,
705,0.0,,1.0,,Bolsa x 20 gr,Condimentos,No image,,1.0,586.0,Curry El Rey,2600.0,,https://exitocol.vtexassets.com/arquivos/ids/1977256/Curry-Chapeta-El-Rey-15071_a.jpg?v=637259186823730000,
706,0.0,,1.0,,Bolsa x 43 gr ,Condimentos,No image,,1.0,587.0,Pimienta en Pepa El Rey,2000.0,,,
707,0.0,,1.0,,Bolsa x 60 gr,Condimentos,No image,,1.0,588.0,Cebolla El Rey,1350.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175477-1000-1000/7702175108378-20-281-29.jpg?v=636114455434400000,
708,0.0,,1.0,,Bolsa x 30 gr ,Condimentos,No image,,1.0,589.0,Curcuma El Rey ,2000.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175542-1000-1000/7702175157260-20-281-29.jpg?v=636114455509570000,
709,0.0,,1.0,,Bolsa x 20 gr,Condimentos,No image,,1.0,590.0,Picante El Rey ,1900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/171433-1000-1000/7702175108361-281-29.jpg?v=636111274910300000,
710,0.0,,1.0,,Bolsa x 60 gr,Condimentos,No image,,1.0,591.0,Amarillo El Rey,1100.0,,https://cdn.totalcode.com/la14/product-zoom/es/azafran-amarillo-el-rey-chapeta-x-60-g-1.jpg,
711,0.0,,1.0,,Bolsa x 9 gr,Condimentos,No image,,1.0,592.0,Clavo El Rey,1300.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175478-1000-1000/7702175108200-20-281-29.jpg?v=636114455435100000,
712,0.0,,1.0,,Bolsa x 55 gr ,Condimentos,No image,,1.0,593.0,Color El Rey,1200.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175498-1000-1000/7702175111248-20-281-29.jpg?v=636114455459800000,
713,0.0,,1.0,,Bolsa x 55 gr ,Condimentos,No image,,1.0,594.0,Ajo El Rey,1300.0,,https://exitocol.vtexassets.com/arquivos/ids/1977152/Ajo-En-Polvo-Bolsa-X-55-gr-195697_a.jpg?v=637259180043230000,
714,0.0,,1.0,,Bolsa x 10 gr,Condimentos,No image,,1.0,595.0,Oregano El Rey,1400.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/231302-1000-1000/7702175108286-1.jpg?v=636312434254000000,
715,0.0,,1.0,,Bolsa x 55 gr ,Condimentos,No image,,1.0,596.0,Tri Rey El Rey,2000.0,,https://supertiendascomunal.com/8259-thickbox_default/tri-rey-55-gr.jpg,
716,0.0,,1.0,,Bolsa x 55 gr ,Condimentos,No image,,1.0,597.0,Tri Salsina El Rey,2000.0,,https://elprogresar.com/rails/active_storage/representations/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOWE2SWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--16d69719cf64e2539f3bbdf1c9aee71b4c7bde04/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDRG9UY21WemFYcGxYMkZ1WkY5d1lXUmJDR2tDUUFGcEFrQUJld1k2QzJWNGRHVnVaRG9LZDJocGRHVTZER052Ym5abGNuUkpJZ2hxY0djR09nWkZWRG9LYzJGMlpYSjdDRG9NY1hWaGJHbDBlV2xmT2dwemRISnBjRlE2RDJKaFkydG5jbTkxYm1SYkNHa0IvMmtCLzJrQi93PT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--cce1b70dad3a0785ed15866f1aadf16af1f8013b/7702175111286.jpg?locale=es,
717,0.0,,1.0,,Bolsa x 50 gr,Condimentos,No image,,1.0,598.0,Bicarbonato El Rey,700.0,,https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702175108385.jpg,
718,0.0,,1.0,,Bolsa x 60 gr,Condimentos,No image,,1.0,599.0,Completo El Rey,1950.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/171427-1000-1000/7702175108347-20-281-29.jpg?v=636111274891300000,
719,0.0,,1.0,,Bolsa x 60 gr,Condimentos,No image,,1.0,600.0,Jengibre El Rey,2100.0,,https://exitocol.vtexassets.com/arquivos/ids/1977248-1200-auto?width=1200&height=auto&aspect=true,
720,0.0,,1.0,,Bolsa x 125 gr ,Condimentos,No image,,1.0,601.0,Color El Rey,2100.0,,https://cdn1.totalcode.net/la14/product-zoom/es/color-rey-bolsa-x-125-g-1.jpg,
721,0.0,,1.0,,Bolsa x 55 gr ,Condimentos,No image,,1.0,602.0,SazonaRey El Rey,1500.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175538-1000-1000/7702175156799-20-281-29.jpg?v=636114455505300000,
722,0.0,,1.0,,Bolsa x 60 gr,Condimentos,No image,,1.0,603.0,Pimienta El Rey,2700.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175484-1000-1000/7702175108101-20-281-29.jpg?v=636114455443730000,
723,0.0,,1.0,,Bolsa x 70 gr,Condimentos,No image,,1.0,604.0,Ablandacarnes El Rey,1300.0,,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/el-rey-ablandacarnes.jpg,
724,0.0,,1.0,,Bolsa x 20 gr,Condimentos,No image,,1.0,605.0,Tomillo El Rey,2300.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175488-1000-1000/7702175108439-20-281-29.jpg?v=636114455448230000,
725,0.0,,1.0,,Bolsa x 55 gr ,Condimentos,No image,,1.0,606.0,Salsina El Rey,1900.0,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/166361-750-750/7702175111262-1.jpg?v=636670854738400000,
726,0.0,,1.0,,Bolsa x 55 gr ,Condimentos,No image,,1.0,607.0,Comino El Rey,1900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175495-1000-1000/7702175111224-20-281-29.jpg?v=636114455455030000,
727,0.0,,1.0,,Bolsa x 60 gr,Condimentos,608_1.png,,1.0,608.0,Paprika El Rey,3400.0,,https://www.centrocomercialestrella.co/67-thickbox_default/rey-paprika.jpg,
728,0.0,,1.0,,Bolsa x 37 gr,Condimentos,No image,,1.0,609.0,Laurel El Rey,3150.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175492-1000-1000/7702175108408-20-281-29.jpg?v=636114455453230000,
729,0.0,,1.0,,Bolsa x 15 gr ,Condimentos,No image,,1.0,610.0,Finas Hierbas El Rey,2500.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175553-1000-1000/7702175157253-20-281-29.jpg?v=636114455525830000,
730,0.0,,1.0,,Bolsa x 5 gr,Condimentos,No image,,1.0,611.0,Guascas El Rey,2000.0,,https://d50xhnwqnrbqk.cloudfront.net/images/products/app/el-rey-guasas.jpg,
731,0.0,,1.0,,Bolsa x 30 gr ,Condimentos,No image,,1.0,612.0,Canela Molida El Rey,4700.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175559-1000-1000/7702175158823-20-281-29.jpg?v=636114455533170000,
732,0.0,,1.0,,Bolsa x 15 gr ,Condimentos,No image,,1.0,613.0,Pimienta de Olor El Rey,1500.0,,https://supermercadocomunal.com/8595-large_default/pimienta-de-olor-el-rey-15-gr.jpg,
733,0.0,,1.0,,Bolsa x 20 gr,Condimentos,No image,,1.0,614.0,Canela en Astillas El Rey,3000.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175490-1000-1000/7702175111194-20-281-29.jpg?v=636114455451130000,
734,0.0,,1.0,,Bolsa x 11 gr,Condimentos,No image,,1.0,615.0,Canela en Astillas El Rey,1900.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175496-1000-1000/7702175111170-20-281-29.jpg?v=636114455457500000,
735,0.0,,1.0,,Bolsa x 20 gr,Condimentos,No image,,1.0,616.0,Canela en Astillas El Rey,3100.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175490-1000-1000/7702175111194-20-281-29.jpg?v=636114455451130000,
736,0.0,,1.0,,Bolsa x 30 gr ,Condimentos,No image,,1.0,617.0,Canela en Astillas El Rey,3950.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175559-1000-1000/7702175158823-20-281-29.jpg?v=636114455533170000,
737,0.0,,1.0,,Bolsa x 500 gr ,Condimentos,No image,,1.0,618.0,Color El Rey,8300.0,,https://supermio.co/wp-content/uploads/2020/04/00429.jpeg,
738,0.0,,1.0,,Bolsa x 500 gr ,Condimentos,No image,,1.0,619.0,Amarillo El Rey,6400.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175530-1000-1000/7702175141269-20-281-29.jpg?v=636114455495500000,
739,0.0,,1.0,,Bolsa x 500 gr ,Condimentos,No image,,1.0,620.0,Bicarbonato El Rey,4950.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175528-750-750/7702175141214-20-281-29.jpg?v=636114455493430000,
740,0.0,,1.0,,Caja x 8 und ,Caldos,No image,,1.0,621.0,Caldo Maggi,2800.0,,https://d50xhnwqnrbqk.cloudfront.net/images/products/large/7702024027577-A.jpg,
741,0.0,,1.0,,Caja x 12 und,Caldos,No image,,1.0,622.0,Caldo Maggi,3600.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/156257-750-750/7702024027591-1.jpg?v=636066438250670000,
742,0.0,,1.0,,Caja x 8 und ,Caldos,No image,,1.0,623.0,Caldo Ricostilla,2800.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155837-750-750/7702354012410-1.jpg?v=636066426128130000,
743,0.0,,1.0,,Caja x 12 und,Caldos,No image,,1.0,624.0,Caldo Ricostilla,4100.0,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155833-1000-1000/7702354012427-1.jpg?v=636066426124330000,
