ID_PRODUCTO,ID,Nombre,Descripcion,Etiquetas,Precio,Cantidad,Cantidad,% Impuesto,Atributos,Sabor,URL FOTO,Foto 1,Foto 2,
360,1,Helado Popsy Torta Oreo ,Caja x 900 ,Helados,31500,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3492277-1000-1000/7705890090157.jpg?v=637212867244070000,heladopopsytortaoreo3601,,
361,1,Aguardiente Nectar Club,Caja x 250 ,Aguardiente,9900,1,,0,,,https://piragua.com.co/wp-content/uploads/2019/11/aguardiente-nectar-club-sin-azucar-250-piragua.jpg,aguardientenectarclub3611,,
362,1,Aguardiente Nectar Club,Botella x 375,Aguardiente,15900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/196380-1000-1000/7702404005034.jpg?v=636233775742270000,aguardientenectarclub3621,,
363,1,Aguardiente Nectar Club,Botella x 750,Aguardiente,29800,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/196385-750-750/7702404005041.jpg?v=636233775747370000,aguardientenectarclub3631,,
364,1,Aguardiente Nectar Club,Caja x 1000 ,Aguardiente,38500,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/198534-750-750/7702404005287.jpg?v=636247703296930000,aguardientenectarclub3641,,
365,1,Aguardiente Nectar Club,Botella x 2000,Aguardiente,68300,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/166699-1000-1000/7702404005065-1.jpg?v=636670855867800000,aguardientenectarclub3651,,
366,1,Aguardiente Nectar Rojo,Botella x 375,Aguardiente,0,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/199314-1000-1000/7702404000039.jpg?v=636258088719470000,aguardientenectarrojo3661,,
367,1,Aguardiente Nectar Rojo,Botella x 750,Aguardiente,29900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/230206-1000-1000/7702404000046-1.jpg?v=636312347644570000,aguardientenectarrojo3671,,
368,1,Aguardiente Nectar Rojo,Caja x 1000 ,Aguardiente,0,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/200172-750-750/7702404000282-AGUARDIENTE-NECTAR-EN-CAJA-X-1000cm3.jpg?v=636262334467530000,aguardientenectarrojo3681,,
369,1,Aguardiente Antiqueño Rojo,Botella x 375,Aguardiente,21200,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3500151-1000-1000/7702049000449.jpg?v=637238805202500000,aguardienteantiquenorojo3691,,
370,1,Aguardiente Antiqueño Rojo,Botella x 750,Aguardiente,38900,1,,0,,,https://loboexpress.com.co/598-tm_thickbox_default/antioque%C3%B1o-rojo.jpg,aguardienteantiquenorojo3701,,
371,1,Aguardiente Antiqueño Rojo,Caja x 1000 ,Aguardiente,48600,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3500163-750-750/7702049001507.jpg?v=637238806891370000,aguardienteantiquenorojo3711,,
372,1,Aguardiente Antiqueño Verde,Botella x 375,Aguardiente,18300,1,,0,,,https://i2.wp.com/disfajo.com/wp-content/uploads/2020/07/aguardienteverde.jpg?fit=1200%2C1200&ssl=1,aguardienteantiquenoverde3721,,
373,1,Aguardiente Antiqueño Verde,Botella x 750,Aguardiente,0,1,,0,,,https://loboexpress.com.co/608/antioque%C3%B1o-verde.jpg,aguardienteantiquenoverde3731,,
374,1,Aguardiente Antiqueño Verde,Caja x 1000 ,Aguardiente,0,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/259143-1000-1000/7702049001675.jpg?v=637172016121530000,aguardienteantiquenoverde3741,,
375,1,Aguardiente Antiqueño Azul ,Botella x 375,Aguardiente,21900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3500155-750-750/7702049000548.jpg?v=637238805232200000,aguardienteantiquenoazul3751,,
376,1,Aguardiente Antiqueño Azul ,Botella x 750,Aguardiente,39300,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3500153-750-750/7702049000531.jpg?v=637238805217800000,aguardienteantiquenoazul3761,,
377,1,Aguardiente Antiqueño Azul ,Caja x 1000 ,Aguardiente,53600,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3500162-1000-1000/7702049001514.jpg?v=637238806891200000,aguardienteantiquenoazul3771,,
378,1,Ron Santa Fe ,Caja x 250 ,Ron,12100,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1979821/RON-CUARTO-417553_a.jpg?v=637259350840770000,ronsantafe3781,,
379,1,Ron Santa Fe ,Botella x 375,Ron,22300,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1979979-800-auto?width=800&height=auto&aspect=true,ronsantafe3791,,
380,1,Ron Santa Fe ,Botella x 750,Ron,38500,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/157808-750-750/7702404001043-1.jpg?v=636670247050900000,ronsantafe3801,,
381,1,Ron Santa Fe ,Caja x 1000 ,Ron,39900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/207894-1000-1000/7702404001289-20-2.jpg?v=636287522971930000,ronsantafe3811,,
382,1,Ron Caldas,Caja x 250 ,Ron,15800,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/206808-1000-1000/7702168213508.jpg?v=636287519422730000,roncaldas3821,,
383,1,Ron Caldas,Botella x 375,Ron,24100,1,,0,,,https://www.toccmarket.com/image/cache/catalog/LICORES/Ron%20Viejo%20e%20Caldas%20x%20375ml-1000x798.jpg,roncaldas3831,,
384,1,Ron Caldas,Botella x 750,Ron,43800,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1973693/Ron-Viejo-De-Caldas-Botella-X-750ml-721457_a.jpg?v=637258937395170000,roncaldas3841,,
385,1,Ron Caldas,Caja x 1000 ,Ron,45900,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1973531-800-auto?width=800&height=auto&aspect=true,roncaldas3851,,
386,1,Ron Medellin Añejo,Botella x 375,Ron,24200,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/267732-750-750/7702049100583.jpg?v=637238805657600000,ronmedellinanejo3861,,
387,1,Ron Medellin Añejo,Botella x 750,Ron,43400,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3500166-1000-1000/7702049100576.jpg?v=637238806908530000,ronmedellinanejo3871,,
388,1,Ron Medellin Dorado ,Botella x 375,Ron,21600,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3483764-1000-1000/7702049101191.jpg?v=637172014192630000,ronmedellindorado3881,,
389,1,Ron Medellin Dorado ,Botella x 750,Ron,39900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3376433-1000-1000/7702049101207.jpg?v=636809358424330000,ronmedellindorado3891,,
390,1,Ron Bacardi Añejo,Botella x 750,Ron,42400,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3508835-750-750/7501008611135.jpg?v=637266168642070000,ronbacardianejo3901,,
391,1,Ron Bacardi Limon,Botella x 750,Ron,45100,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3508838-1000-1000/7501008616130.jpg?v=637266168654770000,ronbacardilimon3911,,
392,1,Ron Bacardi Limon,Botella x 375,Ron,27900,1,,0,,,https://supermercadocomunal.com/2744-large_default/ron-bacardi-limon-botella-375-ml.jpg,ronbacardilimon3921,,
393,1,Ron Bacardi Mojito,Botella x 750,Ron,0,1,,0,,,https://loboexpress.com.co/337/ron-bacardi-mojito-botella-750-ml.jpg,ronbacardimojito3931,,
394,1,Ron Bacardi Daiquiri,Botella x 750,Ron,0,1,,0,,,https://www.licoreselmensajerodelanoche.com/wp-content/uploads/2019/08/MIGPS0290-5.jpg,ronbacardidaiquiri3941,,
395,1,Vodka Smirnoff ,Botella x 750,Vodka,67100,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/268637-750-750/5410316942775.jpg?v=637245464616930000,vodkasmirnoff3951,,
396,1,Vodka Smirnoff Lulo,Botella x 375,Vodka,19300,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/228274-750-750/5410316951821.jpg?v=636874019128730000,vodkasmirnofflulo3961,,
397,1,Vodka Smirnoff Lulo,Botella x 750,Vodka,34100,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502344-1000-1000/7707096271682.jpg?v=637245464926070000,vodkasmirnofflulo3971,,
398,1,Voska Absolut,Botella x 750,Vodka,66800,1,,0,,,https://bucaramanga.gruposotillo.com/wp-content/uploads/2014/08/absolut-750ml11.jpg,voskaabsolut3981,,
399,1,Jagermeister,Botella x 750,Licor,94900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3351500-750-750/4067700015419.jpg?v=636772038985000000,jagermeister3991,,
400,1,Whiskey Jack Daniels Tenesse,Botella x 750,Whisky,0,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502394-1000-1000/82184090466.jpg?v=637245537138500000,whiskeyjackdanielstenesse4001,,
401,1,Whiskey Jack Daniels Honey,Botella x 750,Whisky,107700,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/179058-1000-1000/Jack-Honey-750.jpg?v=636124971865400000,whiskeyjackdanielshoney4011,,
402,1,Whiskey Jhonny Walker Red Label,Botella x 375,Whisky,32300,1,,0,,,https://www.vinosylicores.com.co/image/cache/catalog/Licores/Whiskies/johnnie-walker-red-lebel-375-800x800.jpg,whiskeyjhonnywalkerredlabel4021,,
403,1,Whiskey Jhonny Walker Red Label,Botella x 750,Whisky,52100,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502268-1000-1000/5000267014609.jpg?v=637245464247430000,whiskeyjhonnywalkerredlabel4031,,
404,1,Whiskey Jhonny Walker Red Label,Botella x 1000,Whisky,0,1,,0,,,https://dislicores.vteximg.com.br/arquivos/ids/156358-1000-1000/Licores-whisky_002017_1.jpg?v=637091704757470000,whiskeyjhonnywalkerredlabel4041,,
405,1,Whiskey Grants,Botella x 750,Whisky,48100,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/280787-1000-1000/5010327000046.jpg?v=637321761570400000,whiskeygrants4051,,
406,1,Whiskey Grants,Botella x 1000,Whisky,61700,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3534312-1000-1000/5010327000039.jpg?v=637321762012070000,whiskeygrants4061,,
407,1,Whiskey Jameson ,Botella x 750,Whisky,63600,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501443-750-750/5011007003005.jpg?v=637244720027670000,whiskeyjameson4071,,
408,1,Whiskey Black & White ,Botella x 375,Whisky,24400,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502295-750-750/50196166.jpg?v=637245464452330000,whiskeyblackwhite4081,,
409,1,Whiskey Black & White ,Botella x 750,Whisky,42500,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3395590-750-750/B-26W-Alta_50196135.jpg?v=636875875412030000,whiskeyblackwhite4091,,
410,1,Whiskey Chivas Regal 12 años,Botella x 750,Whisky,109100,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501478-750-750/80432402931.jpg?v=637244720238600000,whiskeychivasregal12anos4101,,
411,1,Whiskey Something,Botella x 360,Whisky,35600,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501475-1000-1000/80432402788.jpg?v=637244720214630000,whiskeysomething4111,,
412,1,Whiskey Something,Botella x 750,Whisky,55900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501476-1000-1000/80432402795.jpg?v=637244720216530000,whiskeysomething4121,,
413,1,Whiskey Buchanans 12 años,Botella x 750,Whisky,119900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502294-1000-1000/50196388.jpg?v=637245464447970000,whiskeybuchanans12anos4131,,
414,1,Whiskey Old Parr 12 años,Botella x 500 ,Whisky,78900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502282-750-750/5000281005034.jpg?v=637245464342200000,whiskeyoldparr12anos4141,,
415,1,Whiskey Old Parr 12 años,Botella x 750,Whisky,110600,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502279-750-750/5000281003160.jpg?v=637245464318870000,whiskeyoldparr12anos4151,,
416,1,Whiskey Old Parr 12 años,Botella x 1000,Whisky,0,1,,0,,,https://i.pinimg.com/originals/0b/c1/c0/0bc1c0da27dbefb97b36dc0cd1306707.jpg,whiskeyoldparr12anos4161,,
417,1,Crema de Whiskey de la Corte,Botella x 700,Whisky,32600,1,,0,,,https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7703518010099.jpg,cremadewhiskeydelacorte4171,,
418,1,Crema de Cafe de la Corte,Botella x 700,Whisky,28200,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/226683-750-750/7703518010051-1.jpg?v=636307123572470000,cremadecafedelacorte4181,,
419,1,Crema de Whiskey Brodway,Botella x 700,Whisky,31200,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/226693-750-750/7702732100203-1.jpg?v=636307123584200000,cremadewhiskeybrodway4191,,
420,1,Crema de Whiskey Bailys,Botella x 700,Whisky,56700,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502292-1000-1000/5011013100156.jpg?v=637245464427130000,cremadewhiskeybailys4201,,
421,1,Crema de Whiskey Bailys,Botella x 375,Whisky,0,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502293-1000-1000/5011013100194.jpg?v=637245464440430000,cremadewhiskeybailys4211,,
422,1,Crema de Whiskey Bailys Mini,Pack x 3 ,Whisky,0,1,,0,,,https://dislicores.vteximg.com.br/arquivos/ids/156891-1000-1000/Licores-crema-de-whisky_002363_1.jpg?v=637232489313900000,cremadewhiskeybailysmini4221,,
423,1,Ginebra Tanqueray Dry,Botella x 750,Ginebra,105800,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502288-1000-1000/5000291020706.jpg?v=637245464397400000,ginebratanqueraydry4231,,
424,1,Ginebra Gordon´s,Botella x 750,Ginebra,51900,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/268624-1000-1000/5000289020701.jpg?v=637245464461400000,ginebragordons4241,,
425,1,Brandy Domeq ,Botella x 750,Brandy,42700,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1973571-800-auto?width=800&height=auto&aspect=true,brandydomeq4251,,
426,1,Brandy Domeq ,Botella x 375,Brandy,21800,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1973572/Brandy-Media-X-375ml-24468_a.jpg?v=637258931792130000,brandydomeq4261,,
427,1,Vino Sanzon Coffe,Botella x 750,Vinos,18100,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/227581-1000-1000/7703588000389.jpg?v=636815455141730000,vinosanzoncoffe4271,,
428,1,Vino Sanzon ,Botella x 750,Vinos,17700,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3350268-1000-1000/7703588003304.jpg?v=636771336510230000,vinosanzon4281,,
429,1,Vino Sanzon Maestro,Botella x 750,Vinos,19900,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/243710-1000-1000/7703588000495.jpg?v=637014158686430000,vinosanzonmaestro4291,,
430,1,Vino Dubonnet ,Botella x 750,Vinos,53200,1,,0,,,https://dislicores.vteximg.com.br/arquivos/ids/155664-1000-1000/Cocteleria-aperitivos_304001_1.jpg?v=637074675959300000,vinodubonnet4301,,
431,1,Vino Gato Negro Merlot,Botella x 750,Vinos,31200,1,,0,,,https://www.licoreswolf.com/wp-content/uploads/2020/06/Gato-Negro-Merlot-Chile.jpg,vinogatonegromerlot4311,,
432,1,Vino Gato Negro Cabernet Suavignon,Botella x 750,Vinos,0,1,,0,,,https://dislicores.vteximg.com.br/arquivos/ids/156791-1000-1000/Vinos-tinto_100111_1.jpg?v=637187828945600000,,,
433,1,Vino Gato Negro Suavignon Blac,Botella x 750,Vinos,0,1,,0,,,https://dislicores.vteximg.com.br/arquivos/ids/155665-1000-1000/Vinos-blanco_100066_1.jpg?v=637074675962900000,,,
434,1,Vino Gato Negro Rose,Botella x 750,Vinos,0,1,,0,,,https://dislicores.vteximg.com.br/arquivos/ids/155733-1000-1000/Vinos-rosado_100162_1.jpg?v=637074676205500000,,,
435,1,Vino Casillero del Diablo Cabernet Suavignon,Botella x 750,Vinos,43400,1,,0,,,https://loboexpress.com.co/671/vino-casillero-del-diablo-cabernet-sauvignon-botella-750-ml.jpg,vinocasillerodeldiablocabernetsuavignon4351,,
436,1,Vino Casillero del Diablo Malbec,Botella x 750,Vinos,0,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3512265-750-750/7804320510187.jpg?v=637274217069770000,vinocasillerodeldiablomalbec4361,,
437,1,Vino Casillero del Diablo Suavignon Blac,Botella x 750,Vinos,0,1,,0,,,https://falabella.scene7.com/is/image/FalabellaCO/4244976_1?wid=800&hei=800&qlt=70,vinocasillerodeldiablosuavignonblac4371,,
438,1,Vino Casillero del Diablo Merlot,Botella x 750,Vinos,0,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3512273-1000-1000/7804320985633.jpg?v=637274217095600000,vinocasillerodeldiablomerlot4381,,
439,1,Vino Z ,Botella x 750,Vinos,17700,1,,0,,,https://www.anchetascolombia.com/1333/vino-oporto-z-x-750-ml.jpg,vinoz4391,,
440,1,Vino Cariñoso Verano,Botella x 750,Vinos,17800,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/341220-750-750/7703588001041-2.jpg?v=636487650606700000,vinocarinosoverano4401,,
441,1,Vino Cariñoso Manzana,Botella x 750,Vinos,12600,1,,0,,,https://www.anchetascolombia.com/1328/vino-carinoso-durazno-750-ml.jpg,vinocarinosomanzana4411,,
442,1,Vino Cariñoso Rose,Botella x 750,Vinos,0,1,,0,,,https://cdn.totalcode.com/la14/product-zoom/es/vino-carinoso--rose-12un-x750ml-1.jpg,vinocarinosorose4421,,
443,1,Vino Cariñoso Durazno,Botella x 750,Vinos,13400,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/163213-750-750/7703588000211-1.jpg?v=636670258403670000,vinocarinosodurazno4431,,
444,1,Vino Libertador Espumoso Blanco,Botella x 750,Vinos,12900,1,,0,,,https://www.vincorte.com/wp-content/uploads/2020/02/AP.-VINICO-ESPUMOSO-BCO-LIBERTADOR.jpg,vinolibertadorespumosoblanco4441,,
445,1,Vino Libertador Espumoso Rosado,Botella x 750,Vinos,12900,1,,0,,,https://www.vincorte.com/wp-content/uploads/2020/02/BEB.-GAS.-SAB-A-VINO-MOSTELO-750-ROSADO.jpg,vinolibertadorespumosorosado4451,,
446,1,Vino Gran Brindis Espumoso Rosado,Botella x 750,Vinos,9100,1,,0,,,https://colsubsidiogrocery.vtexassets.com/arquivos/ids/157187-300-300?width=300&height=300&aspect=true,vinogranbrindisespumosorosado4461,,
447,1,Vino Gran Brindis Espumoso Blanco,Botella x 750,Vinos,9100,1,,0,,,https://www.licoresmayorista.com/wp-content/uploads/2020/06/champa%C3%B1a_0003_gran-brindis-blanca-260ml.jpg,vinogranbrindisespumosoblanco4471,,
448,1,Vino Rivelino Espumoso Rosado,Botella x 750,Vinos,12100,1,,0,,,https://www.vincorte.com/wp-content/uploads/2020/02/V.-ESP-ROSADO-RIVELINO-6%C2%B0-750.jpg,vinorivelinoespumosorosado4481,,
449,1,Vino Rivelino Espumoso Blanco,Botella x 750,Vinos,12100,1,,0,,,https://www.vincorte.com/wp-content/uploads/2020/02/V.-ESP-BLANCO-RIVELINO-6-750.jpg,vinorivelinoespumosoblanco4491,,
450,1,Cerveza Aguila,Six Pack,Cerveza,13900,1,,0,,,https://piragua.com.co/wp-content/uploads/2019/11/aguila-original-sixpack.jpg,cervezaaguila4501,,
451,1,Cerveza Aguila Light ,Six Pack,Cerveza,14400,1,,0,,,https://piragua.com.co/wp-content/uploads/2019/11/aguila-lightl-sixpack.jpg,cervezaaguilalight4511,,
452,1,Cerveza Aguila Fusion Limon ,Six Pack,Cerveza,12500,1,,0,,,https://loboexpress.com.co/560/aguila-fusi%C3%B3n-lim%C3%B3n-six-pack-6x269ml.jpg,cervezaaguilafusionlimon4521,,
453,1,Cerveza Poker ,Six Pack,Cerveza,14500,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3491989-750-750/7702004007841.jpg?v=637212593850570000,cervezapoker4531,,
454,1,Cerveza Poker Roja ,Six Pack,Cerveza,0,1,,0,,,https://www.licorerazonafrank.com/wp-content/uploads/2020/05/IMG_20200516_221618.jpg,cervezapokerroja4541,,
455,1,Cerveza Club Colombia Roja,Six Pack,Cerveza,15300,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3491996-750-750/7702004003638.jpg?v=637212593878200000,cervezaclubcolombiaroja4551,,
456,1,Cerveza Club Colombia Negra,Six Pack,Cerveza,15300,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3491993-750-750/7702004003782.jpg?v=637212593865300000,cervezaclubcolombianegra4561,,
457,1,Cerveza Club Colombia Dorada,Six Pack,Cerveza,15300,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3491998-1000-1000/7702004003539.jpg?v=637212593889130000,cervezaclubcolombiadorada4571,,
458,1,Cerveza Corona,Six Pack,Cerveza,23400,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1981294/CERVEZA-SIXPACK-CORONA-X-355-ML-CU-1663470_a.jpg?v=637259439302100000,cervezacorona4581,,
459,1,Cerveza Coronita,Six Pack,Cerveza,14600,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1721365/CERVEZA-SIXPACK-CORONITA-X-210-ML-CU-1663468_a.jpg?v=637223989278770000,cervezacoronita4591,,
460,1,Cerveza Stella Artois,Six Pack,Cerveza,23100,1,,0,,,https://oechsle.vteximg.com.br/arquivos/ids/1351972-1000-1000/image-d1b48abb5a774f9a982f4f13c260644c.jpg?v=637123898111700000,cervezastellaartois4601,,
461,1,Cerveza Miller Energy,Six Pack,Cerveza,0,1,,0,,,https://almacen.do/wp-content/uploads/2018/03/Cerveza-Miller-6-uds-12-oz-Turn.jpg,cervezamillerenergy4611,,
462,1,Cerveza Grolsch,Four Pack,Cerveza,21600,1,,0,,,https://plazavea.vteximg.com.br/arquivos/ids/227276-1000-1000/20106095.jpg?v=636985532997030000,cervezagrolsch4621,,
463,1,Cerveza Heineken,Six Pack,Cerveza,11900,1,,0,,,https://i.postimg.cc/K8BCFXbD/6-PACK-HEINEKEN.png,cervezaheineken4631,,
464,1,Cerveza Costeña Bacana,Six Pack,Cerveza,9900,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3538403-1000-1000/7702004005618.jpg?v=637347523585400000,cervezacostenabacana4641,,
465,1,Cerveza Andina,Six Pack,Cerveza,11500,1,,0,,,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3430112-1000-1000/7702090050578.jpg?v=636958662690200000,cervezaandina4651,,
466,1,Cerveza Tecate,Six Pack,Cerveza,11900,1,,0,,,https://supermercadocomunal.com/1162-large_default/cerveza-tecate-6-und-355-ml.jpg,cervezatecate4661,,
467,1,Cerveza Reeds,Six Pack,Cerveza,11900,1,,0,,,https://mistiendas.com.co/mistiendas/4296-large_default/cerveza-redds-citrus-six-pack.jpg,cervezareeds4671,,
468,1,Cerveza Azteca,Six Pack,Cerveza,10800,1,,0,,,https://piragua.com.co/wp-content/uploads/2019/11/azteca-six-pack.jpg,cervezaazteca4681,,
469,1,Cerveza Budwaiser,Six Pack,Cerveza,12900,1,,0,,,https://piragua.com.co/wp-content/uploads/2019/11/budweiser-six-pack-piragua.jpg,cervezabudwaiser4691,,
470,1,Cerveza Refajo Cola y Pola,Six Pack,Cerveza,9900,1,,0,,,https://metrocolombiafood.vteximg.com.br/arquivos/ids/263040-750-750/7702004016621.jpg?v=637212601283170000,cervezarefajocolaypola4701,,
471,1,Cerveza BBC,Four Pack,Cerveza,0,1,,0,,,https://exitocol.vtexassets.com/arquivos/ids/1867835-800-auto?width=800&height=auto&aspect=true,cervezabbc4711,,
472,1,Cigarrillos Malboro Fusion,Paq x 20 ,Cigarrillos,8500,1,,0,,,https://d2j6dbq0eux0bg.cloudfront.net/images/30491376/1501898178.jpg,cigarrillosmalborofusion4721,,
473,1,Cigarrillos Malboro Fusion,Paq x 20 ,Cigarrillos,8500,1,,0,,,https://merkeygane.com/1256/marlboro-fusion-medio.jpg,cigarrillosmalborofusion4731,,
474,1,Cigarrillos Malboro doble Fusion,Paq x 20 ,Cigarrillos,8500,1,,0,,,https://licoreslarebaja.com/398-large_default/cigarrillo-malboro-ice-x-20-un.jpg,cigarrillosmalborodoblefusion4741,,
475,1,Cigarrillos Malboro ,Paq x 20 ,Cigarrillos,8500,1,,0,,,https://licoreslarebaja.com/394-large_default/cigarrillo-malboro-doble-fusion-x-20-un.jpg,cigarrillosmalboro4751,,
476,1,Cigarrillos Malboro Gold,Paq x 20 ,Cigarrillos,8500,1,,0,,,https://supermercadocomunal.com/1093-large_default/cigarrillos-marlboro-rojo-20-und.jpg,cigarrillosmalborogold4761,,
477,1,Cigarrillos Malboro Fusion,Paq x 10 ,Cigarrillos,4400,1,,0,,,https://www.licoexpress.co/wp-content/uploads/2020/05/Cigarrillos-Marlboro-Gold-Caja-20-und.jpg,cigarrillosmalborofusion4771,,
478,1,Cigarrillos Malboro Fusion,Paq x 10 ,Cigarrillos,4400,1,,0,,,https://www.licorerazonafrank.com/wp-content/uploads/2020/05/Marlboro-Fusi%C3%B3n-Summer-10und-2-300x300.jpg,cigarrillosmalborofusion4781,,
479,1,Cigarrillos Malboro doble Fusion,Paq x 10 ,Cigarrillos,4400,1,,0,,,https://d2j6dbq0eux0bg.cloudfront.net/images/30491376/1491246783.jpg,cigarrillosmalborodoblefusion4791,,
480,1,Cigarrillos Malboro ,Paq x 10 ,Cigarrillos,4400,1,,0,,,https://d2j6dbq0eux0bg.cloudfront.net/images/30491376/1491260034.jpg,cigarrillosmalboro4801,,
481,1,Cigarrillos Malboro Gold,Paq x 10 ,Cigarrillos,4400,1,,0,,,https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702005004467.jpg,cigarrillosmalborogold4811,,
482,1,Cigarrillos L&M ,Paq x 20 ,Cigarrillos,5500,1,,0,,,https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702005004474.jpg,cigarrilloslm4821,,
483,1,Cigarrillos L&M ,Paq x 10 ,Cigarrillos,2900,1,,0,,,https://newyorkstore.com.co/wp-content/uploads/CIGARRILLOS-LM-600x600.jpg,cigarrilloslm4831,,
484,1,Cigarrillos Lucky Strike Azul,Paq x 20 ,Cigarrillos,8400,1,,0,,,https://newyorkstore.com.co/wp-content/uploads/CIGARRILLOS-LM-10.jpg,cigarrillosluckystrikeazul4841,,
485,1,Cigarrillos Lucky Strike Blanco,Paq x 20 ,Cigarrillos,8400,1,,0,,,https://www.west24horas.com/wp-content/uploads/2019/12/17002.jpg,cigarrillosluckystrikeblanco4851,,
486,1,Cigarrillos Lucky Strike Blanco,Paq x 10 ,Cigarrillos,4400,1,,0,,,https://supermercadocomunal.com/1105-large_default/cigarrillos-lucky-strike-20-und.jpg,cigarrillosluckystrikeblanco4861,,
